yolo_disease,yolo_insect,tabnet_disease,is_esb,is_inb,is_no_insect,is_disease_true,is_insect_true
0.0,0,0.19852434866964508,0,1,0,0,0
0.0,3,0.9392187727347339,0,1,0,1,0
0.0,3,0.6238633799528789,0,0,1,1,0
0.0,2,0.5851994043935225,0,0,1,0,1
0.0,0,0.14817809323910547,0,1,0,0,0
0.0,1,0.22742729468691747,0,1,0,1,1
0.0,0,0.3697539681295956,0,0,1,0,0
0.0,0,0.7375779413157876,1,0,0,1,0
0.0,0,0.7684402283081375,0,1,0,1,0
0.0,2,0.2504531936466743,0,0,1,0,0
0.2108271014043006,0,0.6705076600316193,0,1,0,1,0
0.0,1,0.9874335589735124,0,0,1,1,0
0.0,0,0.8695344436030797,1,0,0,1,0
0.0,0,0.538598187660545,0,1,0,0,0
0.08265751945214507,0,0.14564753109311546,0,1,0,1,0
0.0,0,0.7025838292724368,0,0,1,1,0
0.0,0,0.18534727205647739,0,1,0,1,1
0.17184315128014238,2,0.4658920732666114,1,0,0,0,0
0.0,1,0.9216810658881782,0,0,1,1,1
0.0,0,0.34135622927978526,1,0,0,0,0
0.0338361404270536,2,0.16141359622240525,0,0,1,0,0
0.0,0,0.8318032817335743,0,1,0,1,0
0.0,0,0.14385064069175046,1,0,0,0,0
0.0,1,0.7614602846237561,0,0,1,1,0
0.0,3,0.34708728306620074,0,0,1,0,1
0.0,2,0.36435858608775495,0,1,0,0,1
0.0,0,0.29909847991047056,1,0,0,1,0
0.0,2,0.9322798179580742,1,0,0,0,0
0.0,0,0.6444468187468515,0,0,1,1,0
0.0,0,0.766878052571869,1,0,0,1,1
0.0,3,0.054597024698842644,0,1,0,0,1
0.0,0,0.0025741330363835413,1,0,0,1,0
0.18537774617746688,0,0.07997275013431948,1,0,0,0,0
0.0,0,0.9315055943563457,0,0,1,1,0
0.0,1,0.536281271338998,0,1,0,0,1
0.0,2,0.8112006976514763,0,1,0,1,0
0.15716002658089373,0,0.5489307201411942,0,0,1,1,1
0.0,0,0.4161764675235303,0,1,0,0,0
0.0,3,0.20076045499034656,0,1,0,0,1
0.0,0,0.709606146498953,0,1,0,0,0
0.0,0,0.9507679954232537,0,1,0,1,0
0.0,1,0.3801183354661176,0,0,1,1,0
0.026379727783231617,3,0.5054287365847998,0,0,1,1,0
0.0,3,0.795125984904127,0,1,0,1,1
0.0,0,0.23229369803391442,0,0,1,0,0
0.11557078200728879,2,0.06922684618682129,1,0,0,1,1
0.0,1,0.7783973733102001,0,1,0,1,1
0.0,2,0.48832553476366614,1,0,0,1,0
0.0,0,0.4075587268470632,0,1,0,0,1
0.03091909681324713,2,0.7088163448358941,0,0,1,0,0
0.0860634816448449,0,0.8165966301794498,1,0,0,1,0
0.0,1,0.7851499075913497,0,0,1,1,0
0.0,2,0.6661820567984356,0,0,1,1,1
0.045851657460167485,2,0.8943233702653633,0,0,1,1,0
0.0,1,0.16197925649680467,0,0,1,0,1
0.021261032997376767,0,0.9623423737939439,1,0,0,1,0
0.0,0,0.1743633768403341,1,0,0,0,0
0.26920138308834557,0,0.32004238223875436,0,1,0,1,0
0.0,2,0.6068023835277867,1,0,0,1,1
0.0,0,0.595475716672076,0,0,1,1,0
0.0,1,0.22514548299514758,0,0,1,0,0
0.0,0,0.22047322842427375,0,0,1,0,0
0.0,3,0.7791481031959833,0,0,1,1,1
0.0,2,0.14268810681513133,0,1,0,0,1
0.0,0,0.01933026243592273,0,1,0,0,0
0.0,1,0.9702157678032325,0,0,1,1,0
0.0,3,0.2269844025237333,0,1,0,0,1
0.0,0,0.12347136122803903,1,0,0,0,0
0.0,1,0.6689940435519237,0,1,0,1,1
0.0,3,0.8491788850600228,1,0,0,1,1
0.19777016657031676,0,0.7354234370545932,1,0,0,1,1
0.0,0,0.4982671235267143,0,1,0,0,1
0.0,3,0.3490066345214674,1,0,0,1,1
0.06545283735443859,3,0.05018196278257203,0,1,0,0,1
0.0,0,0.836267776323567,1,0,0,0,0
0.0,2,0.811662993007058,0,1,0,1,1
0.0,0,0.990442871635202,0,1,0,1,1
0.0,0,0.8250243786905564,0,0,1,1,0
0.09900625074366803,0,0.5588043029494671,0,0,1,1,1
0.01533140931891161,0,0.4313818454005489,0,1,0,1,0
0.0,0,0.3520868049679774,0,1,0,0,0
0.0,0,0.4802871909098475,1,0,0,0,0
0.0,0,0.8537807282492142,0,1,0,1,0
0.04103725065816822,0,0.48583755070704127,0,1,0,0,1
0.0,0,0.6146098679858218,1,0,0,1,0
0.0,3,0.12054192261208119,1,0,0,0,1
0.0,0,0.5250382603242162,0,0,1,0,1
0.1262927761663673,0,0.5678781128130611,0,1,0,1,0
0.16289506939284376,0,0.22385488602385184,1,0,0,1,0
0.0,3,0.6853188967776029,0,1,0,1,0
0.0,0,0.002269441311676834,0,1,0,0,1
0.0,2,0.7373096491682841,0,1,0,1,1
0.08326752395273268,2,0.4315597813788363,0,1,0,0,0
0.0,2,0.4393488476903338,0,0,1,0,1
0.0,3,0.8366372566559848,1,0,0,0,1
0.04329127983832147,0,0.9382518518865385,0,1,0,1,0
0.0,1,0.34747236105690193,0,1,0,0,1
0.0,1,0.20119964952184233,0,0,1,0,0
0.0,3,0.03449928252672396,1,0,0,1,1
0.0,1,0.48904737078314675,0,1,0,1,1
0.0,0,0.509517475763894,1,0,0,0,1
0.0,3,0.8011534324205128,0,1,0,1,1
0.0,1,0.7433576012408682,0,0,1,1,0
0.0,1,0.9733568569791279,1,0,0,1,1
0.0,1,0.09917732954081893,0,0,1,0,0
0.0,1,0.8407377389929704,0,0,1,1,0
